Brnd_Name,Gnrc_Name,Tot_Mftr,Mftr_Name,Tot_Spndng,Tot_Dsg_Unts,Tot_Clms,Tot_Benes,Avg_Spnd_Per_Dsg_Unt_Wghtd,Avg_Spnd_Per_Clm,Avg_Spnd_Per_Bene,Outlier_Flag,year
ELLA,Ulipristal Acetate,1,"Afaxys, Inc.",21330.52,578.0,405.0,270.0,36.904013841,52.667950617,79.001925926,0.0,2018
ELMIRON,Pentosan Polysulfate Sodium,1,Janssen Pharm.,97561655.61,11014071.57,96538.0,20864.0,8.8579100826,1010.6036546,4676.076285,0.0,2018
EMEND,Aprepitant,1,Merck Sharp & D,583818.97,2946.0,661.0,299.0,214.55060375,883.23596067,1952.571806,0.0,2018
EMSAM,Selegiline,1,Mylan Specialty,11413349.68,204232.0,6261.0,1134.0,55.88804707,1822.9275962,10064.682257,0.0,2018
EMTRIVA,Emtricitabine,1,Gilead Sciences,8521223.97,617486.5,18400.0,2524.0,17.775470745,463.10999837,3376.0792274,0.0,2018
ENSTILAR,Calcipotriene/Betamethasone,1,Leo Pharma Inc.,4397481.32,267720.0,3478.0,1763.0,16.42567354,1264.3707073,2494.3172547,0.0,2018
ENTOCORT EC,Budesonide,1,Perrigo/Padagis,1090359.4,47523.0,499.0,134.0,22.943825095,2185.088978,8137.0104478,0.0,2018
ENTRESTO,Sacubitril/Valsartan,1,Novartis,476548234.15,61498034.285,766774.0,150718.0,7.7494276819,621.49764357,3161.853489,0.0,2018
ENVARSUS XR,Tacrolimus,1,Veloxis Pharmac,716795.77,98256.0,1034.0,211.0,8.087066223,693.22608317,3397.1363507,0.0,2018
EPANED,Enalapril Maleate,1,Azurity Pharmac,392644.48,116698.0,334.0,81.0,3.3646204734,1175.5822754,4847.462716,0.0,2018
EPCLUSA,Sofosbuvir/Velpatasvir,1,Gilead Sciences,896301372.24,1021854.0,36780.0,13777.0,877.13251819,24369.259713,65057.804474,0.0,2018
EPIDUO FORTE,Adapalene/Benzoyl Peroxide,1,Galderma Labora,325812.93,29685.0,594.0,331.0,10.975675594,548.50661616,984.32909366,0.0,2018
EPIPEN 2-PAK,Epinephrine,1,Mylan Specialty,26843004.2,89503.302,43671.0,39441.0,299.91076977,614.6642898,680.58629852,0.0,2018
EPIPEN JR 2-PAK,Epinephrine,1,Mylan Specialty,303301.35,979.0,478.0,412.0,309.80730337,634.52165272,736.16832524,0.0,2018
EPIVIR,Lamivudine,1,Viiv Healthcare,344685.28,152569.0,1088.0,235.0,6.5621264318,316.80632353,1466.7458723,0.0,2018
EPIVIR HBV,Lamivudine,1,Glaxosmithkline,313531.14,204975.0,1075.0,212.0,3.8105628757,291.65687442,1478.9204717,0.0,2018
EPZICOM,Abacavir Sulfate/Lamivudine,1,Viiv Healthcare,7590943.57,181522.0,5822.0,1148.0,41.818311665,1303.8377825,6612.3201829,0.0,2018
EQUETRO,Carbamazepine,1,Validus Pharmac,2013944.24,509184.0,5743.0,896.0,3.9641192846,350.67808462,2247.705625,0.0,2018
ERAXIS (WATER DILUENT),Anidulafungin,1,Pfizer US Pharm,365692.87,19948.0,501.0,132.0,18.90826323,729.92588822,2770.4005303,1.0,2018
ERIVEDGE,Vismodegib,1,"Genentech, Inc.",111714374.02,281507.0,9857.0,2160.0,396.84403592,11333.506546,51719.617602,0.0,2018
ERTACZO,Sertaconazole Nitrate,1,Bausch Health U,646171.65,47070.0,566.0,319.0,13.727887189,1141.6460247,2025.6164577,0.0,2018
ERY,Erythromycin Base In Ethanol,1,Perrigo/Padagis,28552.24,26310.0,398.0,270.0,1.0852238693,71.739296482,105.74903704,0.0,2018
ESBRIET,Pirfenidone,1,"Genentech, Inc.",571286137.72,13674077.998,63240.0,9478.0,51.105289425,9033.620141,60274.967052,0.0,2018
ESTRACE*,Estradiol,1,Actavis/Allerga*,85944882.18,13446764.154,304282.0,173843.0,6.393653887,282.45141737,494.38218496,1.0,2018
ESTRING,Estradiol,1,Pharmaci/Pfizer,38694704.74,88755.93,88633.0,32548.0,435.96754313,436.57221058,1188.850459,0.0,2018
EUCRISA,Crisaborole,1,Pfizer US Pharm,13018239.79,1254010.0,19485.0,10824.0,10.381288658,668.11597588,1202.7198623,0.0,2018
EVAMIST,Estradiol,1,Perrigo/Padagis,447621.24,30042.9,2678.0,1090.0,14.899401855,167.14758775,410.66168807,0.0,2018
EVISTA,Raloxifene HCl,1,Eli Lilly & Co.,2724707.32,424697.0,7493.0,1678.0,6.4156500281,363.63370079,1623.7826698,0.0,2018
EVOTAZ,Atazanavir Sulfate/Cobicistat,1,BMS Primarycare,30813127.11,566022.0,18378.0,2290.0,54.438037938,1676.631141,13455.514022,0.0,2018
EVOXAC,Cevimeline HCl,1,"Daiichi Sankyo,",1455028.24,211039.0,1546.0,329.0,6.8945940798,941.15668823,4422.5782371,0.0,2018
EXELON,Rivastigmine,1,Novartis,124730642.47,5648706.0,170561.0,29341.0,22.081267328,731.29638352,4251.0699182,0.0,2018
EXFORGE,Amlodipine Besylate/Valsartan,1,Novartis,5274222.17,527289.0,10289.0,1965.0,10.04321012,512.60785013,2684.0825293,0.0,2018
EXFORGE HCT,Amlodipine/Valsartan/HCThiazid,1,Novartis,1222700.25,122003.0,2499.0,594.0,10.009432902,489.27581032,2058.4179293,0.0,2018
EXJADE,Deferasirox,1,Novartis,65146640.88,480368.0,6375.0,1273.0,137.13640495,10219.080922,51175.680189,0.0,2018
FABIOR,Tazarotene,1,Mayne Pharma In,116948.32,12050.0,185.0,101.0,9.7052547718,632.15308108,1157.9041584,0.0,2018
FANAPT,Iloperidone,1,Vanda Pharmaceu,71858560.48,2717324.5,57509.0,5899.0,26.081503893,1249.5185185,12181.481688,0.0,2018
FARESTON,Toremifene Citrate,1,"Kyowa Kirin, In",2469759.75,57546.0,1532.0,277.0,42.918009071,1612.1147193,8916.1001805,0.0,2018
FARXIGA,Dapagliflozin Propanediol,1,Astrazeneca,356520430.55,23132840.0,503263.0,115269.0,15.410300721,708.41772701,3092.9428602,0.0,2018
FASLODEX,Fulvestrant,1,Astrazeneca,7859540.21,40790.0,3787.0,623.0,192.68301569,2075.4001083,12615.634366,0.0,2018
FELBATOL,Felbamate,1,Meda/Mylan Spec,10329032.81,906275.5,4198.0,451.0,12.714630921,2460.4651763,22902.511774,0.0,2018
FELDENE,Piroxicam,1,Pfizer US Pharm,102334.7,8389.0,152.0,41.0,12.091086649,673.25460526,2495.9682927,0.0,2018
FEMARA,Letrozole,1,Novartis,2708175.54,117618.0,2578.0,507.0,23.025179309,1050.4947789,5341.5691124,0.0,2018
FEMHRT,Norethindrone Ac-Eth Estradiol,1,Actavis/Allerga,254272.63,46055.0,834.0,186.0,5.5210645967,304.8832494,1367.0571505,0.0,2018
FENTORA,Fentanyl Citrate,1,"Cephalon,Inc.-T",13887308.99,129424.0,1038.0,106.0,103.60143507,13378.910395,131012.34896,0.0,2018
FETZIMA,Levomilnacipran HCl,1,Forest/Allergan,31858722.78,2632288.0,71866.0,10472.0,12.103195614,443.30730498,3042.2768125,0.0,2018
FIRAZYR,Icatibant Acetate,1,Shire US Inc.,157255830.86,42465.0,2888.0,598.0,3703.18688,54451.464979,262969.61682,0.0,2018
FIRMAGON,Degarelix Acetate,1,Ferring Ph Inc,1256735.66,2303.0,2069.0,429.0,527.095262,607.41211213,2929.4537529,0.0,2018
FLAGYL,Metronidazole,1,Pharmaci/Pfizer,78431.35,6118.0,190.0,142.0,13.291446117,412.79657895,552.3334507,0.0,2018
FLOVENT DISKUS,Fluticasone Propionate,1,Glaxosmithkline,42973881.78,12308427.0,159630.0,45608.0,3.483358067,269.20930765,942.24438213,0.0,2018
FLOVENT HFA,Fluticasone Propionate,1,Glaxosmithkline,400614549.37,16938718.801,1161705.0,365402.0,23.521061705,344.85049937,1096.3666027,0.0,2018
FOCALIN,Dexmethylphenidate HCl,1,Novartis,60051.22,49267.0,516.0,105.0,1.203308199,116.37833333,571.91638095,0.0,2018
FOCALIN XR,Dexmethylphenidate HCl,1,Novartis,984902.44,78862.0,1958.0,431.0,12.5030168,503.01452503,2285.1564733,0.0,2018
FORFIVO XL,Bupropion HCl,1,Almatica Pharma,2674447.66,181946.0,4789.0,1219.0,14.699128643,558.45639173,2193.968548,0.0,2018
FORTEO,Teriparatide,1,Eli Lilly & Co.,599576421.55,432081.52,163241.0,27906.0,1387.6465292,3672.9523928,21485.573767,0.0,2018
FORTESTA,Testosterone,1,Endo Pharm Inc.,429956.41,64920.0,628.0,200.0,6.6228652187,684.64396497,2149.78205,0.0,2018
FOSRENOL,Lanthanum Carbonate,1,Shire US Inc.,12468789.19,1031119.0,7287.0,2207.0,12.092202714,1711.1004789,5649.6552741,0.0,2018
FRAGMIN,"Dalteparin Sodium,Porcine",1,Pfizer US Pharm,5475577.4,32853.34,2041.0,466.0,183.46743975,2682.7914748,11750.166094,0.0,2018
FROVA,Frovatriptan Succinate,1,Endo Pharm Inc.,1143848.55,14109.0,865.0,180.0,81.072262386,1322.3682659,6354.7141667,0.0,2018
FUZEON,Enfuvirtide,1,"Genentech, Inc.",4426427.68,72059.0,1173.0,159.0,61.427825532,3773.5956351,27839.167799,0.0,2018
FYCOMPA,Perampanel,1,Eisai Inc.,32958089.18,1413482.0,33381.0,4273.0,27.203907763,987.33079237,7713.1030143,0.0,2018
GABITRIL,Tiagabine HCl,1,"Cephalon,Inc.-T",4449952.45,420469.5,5135.0,729.0,11.195362766,866.5924927,6104.1871742,0.0,2018
GASTROCROM,Cromolyn Sodium,1,Meda/Mylan Spec,419273.43,212840.0,168.0,36.0,1.9698995959,2495.6751786,11646.484167,0.0,2018
GATTEX,Teduglutide,1,Nps Pharmaceuti,240893428.07,6243.0,5661.0,879.0,38586.164996,42553.158112,274053.95685,0.0,2018
GELNIQUE,Oxybutynin Chloride,1,Allergan Inc.,468921.12,37550.0,848.0,402.0,12.503652712,552.97301887,1166.4704478,0.0,2018
GENOTROPIN,Somatropin,1,Pharmaci/Pfizer,13116625.3,140050.0,5599.0,816.0,283.4758222,2342.6728523,16074.295711,0.0,2018
GENVOYA,Elviteg/Cob/Emtri/Tenof Alafen,1,Gilead Sciences,871715329.06,8765751.0,278561.0,32228.0,99.445595598,3129.3516647,27048.384295,0.0,2018
GILENYA,Fingolimod HCl,1,Novartis,470215655.42,1764386.0,54389.0,6334.0,266.50384634,8645.4182908,74236.762775,0.0,2018
GILOTRIF,Afatinib Dimaleate,1,Boehringer Ing.,64538485.67,230625.0,7756.0,1477.0,279.84144453,8321.1043927,43695.65719,0.0,2018
GLEEVEC,Imatinib Mesylate,1,Novartis,254871603.43,1214046.0,24751.0,3620.0,262.87190138,10297.426505,70406.520285,0.0,2018
GLUCOTROL,Glipizide,1,Pfizer US Pharm,361912.49,155825.0,1530.0,348.0,2.3223867432,236.54411111,1039.9784195,0.0,2018
GLUCOTROL XL,Glipizide,1,Pfizer US Pharm,1144929.92,493908.0,5642.0,1235.0,2.3391387222,202.92979794,927.06876113,0.0,2018
GLUMETZA,Metformin HCl,1,Santarus Inc/Sa,51902191.84,705167.0,6480.0,1451.0,77.930723374,8009.5975062,35769.946134,0.0,2018
GLYSET,Miglitol,1,Pharmaci/Pfizer,289304.63,93452.0,742.0,187.0,3.099882169,389.89842318,1547.0835829,0.0,2018
GLYXAMBI,Empagliflozin/Linagliptin,1,Boehringer Ing.,35955623.55,2067232.0,44724.0,10554.0,17.393198565,803.9447176,3406.8242894,0.0,2018
GOCOVRI,Amantadine HCl,1,Supernus/ Adama,24214324.06,603123.0,10363.0,2576.0,40.149780495,2336.6133417,9399.9705202,0.0,2018
GRANIX,Tbo-Filgrastim,1,"Cephalon,Inc.-T",5331488.47,9505.3,2077.0,831.0,559.89281227,2566.917896,6415.7502647,0.0,2018
HALAVEN,Eribulin Mesylate,1,Eisai Inc.,906346.21,1614.0,156.0,41.0,561.5527943,5809.9116026,22106.005122,0.0,2018
HALCION,Triazolam,1,Pharmaci/Pfizer,132896.17,23678.0,477.0,96.0,5.612643382,278.60832285,1384.3351042,0.0,2018
HALDOL,Haloperidol Lactate,1,Janssen Pharm.,4059.2,207.0,71.0,44.0,19.609661836,57.171830986,92.254545455,0.0,2018
HALDOL DECANOATE 100,Haloperidol Decanoate,1,Janssen Pharm.,63762.94,392.0,174.0,75.0,162.66056122,366.45367816,850.17253333,0.0,2018
HALOG,Halcinonide,1,Sun Pharmaceuti,1071893.88,83310.0,1012.0,620.0,12.868061768,1059.1836759,1728.8610968,0.0,2018
HARVONI,Ledipasvir/Sofosbuvir,1,Gilead Sciences,1725710943.6,1525342.0,54485.0,22053.0,1131.3600121,31673.138362,78252.888207,0.0,2018
HEPSERA,Adefovir Dipivoxil,1,Gilead Sciences,668961.97,13905.0,353.0,55.0,48.109454872,1895.0764023,12162.944909,0.0,2018
HETLIOZ,Tasimelteon,1,Vanda Pharmaceu,90316945.88,181334.0,5525.0,1004.0,498.06956158,16346.95853,89957.11741,0.0,2018
HORIZANT,Gabapentin Enacarbil,1,Xenoport/Arbor,24281973.4,1878071.0,32599.0,7279.0,12.92925357,744.86865855,3335.8941338,0.0,2018
HUMALOG,Insulin Lispro,1,Eli Lilly & Co.,589230439.92,21937400.16,1159005.0,266528.0,26.855690707,508.39335458,2210.7637468,0.0,2018
HUMALOG JUNIOR KWIKPEN,Insulin Lispro,1,Eli Lilly & Co.,1941879.52,55983.0,3175.0,1550.0,34.686949967,611.61559685,1252.8254968,0.0,2018
HUMALOG KWIKPEN U-100,Insulin Lispro,1,Eli Lilly & Co.,1199569554.6,34148029.242,1597338.0,429618.0,35.128514916,750.98041527,2792.1771308,0.0,2018
HUMALOG KWIKPEN U-200,Insulin Lispro,1,Eli Lilly & Co.,122092201.57,1718122.0,100826.0,27424.0,71.061427285,1210.919818,4452.0201856,0.0,2018
HUMALOG MIX 50-50,Insulin Lispro Protamin/Lispro,1,Eli Lilly & Co.,13727392.85,474115.0,14816.0,2599.0,28.953719773,926.52489538,5281.7979415,0.0,2018
HUMALOG MIX 50-50 KWIKPEN,Insulin Lispro Protamin/Lispro,1,Eli Lilly & Co.,27911660.18,788904.0,23748.0,5091.0,35.380299986,1175.3267719,5482.5496327,0.0,2018
HUMALOG MIX 75-25,Insulin Lispro Protamin/Lispro,1,Eli Lilly & Co.,118619512.26,4104192.2,148512.0,27440.0,28.902036376,798.72005131,4322.8685226,0.0,2018
HUMALOG MIX 75-25 KWIKPEN,Insulin Lispro Protamin/Lispro,1,Eli Lilly & Co.,313761539.54,8847592.0,309220.0,62426.0,35.462930427,1014.6870821,5026.1355772,0.0,2018
HUMATROPE,Somatropin,1,Eli Lilly & Co.,7082941.85,7663.0,2645.0,424.0,995.95587343,2677.8608129,16705.051533,0.0,2018
HUMULIN 70/30 KWIKPEN,Insulin NPh Hum/Reg Insulin Hm,1,Eli Lilly & Co.,91543648.77,3377235.5,119861.0,26045.0,27.106089809,763.748415,3514.826215,1.0,2018
HUMULIN N,Insulin NPh Human Isophane,1,Eli Lilly & Co.,140354384.73,17035018.5,516995.0,123305.0,8.2391683185,271.48112599,1138.2700193,0.0,2018
HUMULIN N KWIKPEN,Insulin NPh Human Isophane,1,Eli Lilly & Co.,52862558.83,2786945.0,110746.0,29824.0,18.967923239,477.33154091,1772.4838663,0.0,2018
HUMULIN R,"Insulin Regular, Human",1,Eli Lilly & Co.,70822375.33,7010696.14,345859.0,93961.0,10.102046062,204.77239375,753.74224764,0.0,2018
HUMULIN R U-500,"Insulin Regular, Human",1,Eli Lilly & Co.,121962585.83,1655928.2,59368.0,11604.0,73.652097857,2054.3489056,10510.391747,0.0,2018
HUMULIN R U-500 KWIKPEN,"Insulin Regular, Human",1,Eli Lilly & Co.,164206982.82,1758612.0,103132.0,18383.0,93.373059447,1592.2020597,8932.5454398,0.0,2018
HYDREA,Hydroxyurea,1,BMS Onco/Immun,89728.44,67044.0,796.0,202.0,1.3383515303,112.72417085,444.20019802,0.0,2018
HYSINGLA ER,Hydrocodone Bitartrate,1,Purdue Pharma L,33873233.77,2139178.0,71248.0,14771.0,15.847397775,475.42715262,2293.2254939,0.0,2018
IBRANCE,Palbociclib,1,Pfizer US Pharm,1507312948.8,2726551.0,131193.0,20093.0,552.82872794,11489.278763,75016.819229,0.0,2018
IDHIFA,Enasidenib Mesylate,1,Celgene/BMS,42806443.66,50743.0,1636.0,456.0,843.52038509,26165.307861,93873.779956,0.0,2018
IMBRUVICA,Ibrutinib,1,"Pharmacyclics,",1866976560.6,7907922.0,165219.0,21931.0,303.6208107,11300.011262,85129.568221,0.0,2018
IMITREX,Sumatriptan,1,Glaxosmithkline,299186.76,3901.0,400.0,118.0,76.434218605,747.9669,2535.4810169,0.0,2018
IMITREX*,Sumatriptan Succinate,1,Glaxosmithkline*,7253212.66,88045.5,6134.0,1341.0,113.28495289,1182.4604923,5408.8088441,0.0,2018
INCRUSE ELLIPTA,Umeclidinium Bromide,1,Glaxosmithkline,517426907.85,47071882.74,1303850.0,279232.0,10.992271346,396.84542535,1853.0358549,0.0,2018
INDERAL LA,Propranolol HCl,1,Ani Pharmaceuti,14651847.86,263224.0,3676.0,714.0,55.382483148,3985.812802,20520.795322,0.0,2018
INGREZZA,Valbenazine Tosylate,1,Neurocrine Bios,308166321.93,1492090.0,47473.0,8502.0,207.16839458,6491.4018901,36246.332855,0.0,2018
INLYTA,Axitinib,1,Pfizer US Pharm,65699626.73,447322.0,4712.0,972.0,186.78625802,13943.044722,67592.20857,0.0,2018
INSPRA,Eplerenone,1,Pfizer/Viatris,666833.32,62015.0,830.0,190.0,10.772498313,803.41363855,3509.6490526,0.0,2018
INTELENCE,Etravirine,1,Janssen Product,93074163.45,4730736.0,68572.0,7939.0,20.500726167,1357.3202393,11723.663364,0.0,2018
INTUNIV,Guanfacine HCl,1,Shire US Inc.,189394.27,19226.0,475.0,84.0,9.8523866825,398.72477895,2254.6936905,0.0,2018
INVANZ*,Ertapenem Sodium,1,Merck Sharp & D*,50760165.62,4621811.52,71606.0,28688.0,11.551385464,708.88145714,1769.386699,1.0,2018
INVEGA,Paliperidone,1,Janssen Pharm.,124428170.92,2950161.0,93591.0,12193.0,42.664641622,1329.4886359,10204.885666,0.0,2018
INVEGA SUSTENNA,Paliperidone Palmitate,1,Janssen Pharm.,1066378568.4,621813.747,504344.0,62441.0,1714.8098444,2114.3873395,17078.178895,0.0,2018
INVEGA TRINZA,Paliperidone Palmitate,1,Janssen Pharm.,299614426.91,102965.362,48055.0,14805.0,2909.0604446,6234.8231591,20237.381081,0.0,2018
INVIRASE,Saquinavir Mesylate,1,"Genentech, Inc.",2879344.53,284527.0,2347.0,277.0,10.146989653,1226.8191436,10394.745596,0.0,2018
INVOKAMET,Canagliflozin/Metformin HCl,1,Janssen Pharm.,56540219.66,7291438.0,82234.0,16984.0,7.7543984747,687.55283289,3329.0284774,0.0,2018
INVOKAMET XR,Canagliflozin/Metformin HCl,1,Janssen Pharm.,18249806.28,2347590.0,29498.0,7059.0,7.7740754164,618.67944539,2585.3245899,0.0,2018
INVOKANA,Canagliflozin,1,Janssen Pharm.,671609592.26,43497536.0,904983.0,185650.0,15.440340085,742.12398715,3617.6115931,0.0,2018
IOPIDINE,Apraclonidine HCl,1,Alcon/Novartis,78609.18,2656.0,191.0,73.0,31.155290961,411.56638743,1076.8380822,0.0,2018
IRESSA,Gefitinib,1,Astrazeneca,20241618.71,76217.0,2662.0,459.0,265.57879095,7603.9138655,44099.387168,0.0,2018
ISENTRESS,Raltegravir Potassium,1,Merck Sharp & D,273290357.44,10795418.0,172770.0,20847.0,25.392095191,1581.8160412,13109.337432,0.0,2018
ISENTRESS HD,Raltegravir Potassium,1,Merck Sharp & D,23127897.44,912085.0,14871.0,2115.0,25.357173334,1555.234849,10935.176095,0.0,2018
ISTALOL,Timolol Maleate,1,Bausch Health U,5117800.34,78882.5,15039.0,4273.0,64.878779704,340.30190438,1197.7066089,0.0,2018
JADENU,Deferasirox,1,Novartis,181812072.45,1291126.001,16383.0,3025.0,137.67620907,11097.605594,60103.164446,0.0,2018
JADENU SPRINKLE,Deferasirox,1,Novartis,2964326.01,23415.0,336.0,97.0,131.27807213,8822.3988393,30560.061959,0.0,2018
JAKAFI,Ruxolitinib Phosphate,1,Incyte Corporat,925013339.45,4367126.0,75165.0,9163.0,211.8080726,12306.437031,100950.92649,0.0,2018
JALYN,Dutasteride/Tamsulosin HCl,1,GSK/ Woodward P,1699935.48,270173.0,5669.0,1188.0,6.2920257761,299.86514024,1430.9221212,0.0,2018
JANUMET,Sitagliptin Phos/Metformin HCl,1,Merck Sharp & D,692095105.9,97345743.0,1047351.0,204302.0,7.1099480521,660.8053135,3387.6080797,0.0,2018
JANUMET XR,Sitagliptin Phos/Metformin HCl,1,Merck Sharp & D,280162143.46,31565339.0,433107.0,92111.0,9.6921359428,646.8658864,3041.5709683,0.0,2018
JANUVIA,Sitagliptin Phosphate,1,Merck Sharp & D,3228599250.3,226793676.55,4819024.0,919490.0,14.237928433,669.96953125,3511.2934892,0.0,2018
JARDIANCE,Empagliflozin,1,Boehringer Ing.,668376238.1,43338456.0,929894.0,218219.0,15.422859006,718.76605086,3062.8691273,0.0,2018
JENTADUETO,Linagliptin/Metformin HCl,1,Boehringer Ing.,86580284.01,12584367.0,147370.0,26079.0,6.8800804968,587.5027754,3319.9234637,0.0,2018
JENTADUETO XR,Linagliptin/Metformin HCl,1,Boehringer Ing.,11898271.47,1287970.0,19654.0,4745.0,10.173011685,605.38676453,2507.5387713,0.0,2018
JEVTANA,Cabazitaxel,1,Sanofi-Aventis,3863119.14,546.5,332.0,71.0,7068.8364867,11635.901024,54410.128732,0.0,2018
JUBLIA,Efinaconazole,1,Bausch Health U,35464556.31,244323.0,37253.0,15293.0,145.15439115,951.99195528,2319.0058399,0.0,2018
JULUCA,Dolutegravir/Rilpivirine,1,Viiv Healthcare,67895805.62,779703.0,25046.0,4405.0,87.079061668,2710.8442713,15413.349743,0.0,2018
JUXTAPID,Lomitapide Mesylate,1,Aegerion Pharma,9140586.92,6797.0,222.0,30.0,1346.7997421,41173.814955,304686.23067,0.0,2018
KALETRA,Lopinavir/Ritonavir,1,Abbvie US LLC,28872950.11,3374033.0,26700.0,3376.0,8.6216573005,1081.3838993,8552.4141321,0.0,2018
KALYDECO,IVacaftor,1,Vertex Pharmace,57632960.07,131986.0,2340.0,308.0,436.65957482,24629.470115,187120.00023,0.0,2018
KAPVAY,Clonidine HCl,1,Concordia Pharm,48462.0,7043.0,79.0,19.0,6.8808746273,613.44303797,2550.6315789,0.0,2018
KAZANO,Alogliptin Benz/Metformin HCl,1,Takeda Pharmace,469748.92,76795.0,1093.0,253.0,6.1168074395,429.77943275,1856.7150988,0.0,2018
KEPPRA XR,Levetiracetam,1,UCB Pharma,24679161.99,3005410.0,19952.0,2634.0,8.4136178848,1236.9267236,9369.4616515,0.0,2018
KEPPRA*,Levetiracetam,1,UCB Pharma*,81534813.69,10518473.334,60192.0,7623.0,9.9381172883,1354.578909,10695.895801,0.0,2018
KERYDIN,Tavaborole,1,Pharmaderm/Sand,9664535.57,64810.0,5805.0,2545.0,149.12105493,1664.8640086,3797.4599489,0.0,2018
KISQALI,Ribociclib Succinate,1,Novartis,56743153.89,285985.0,5264.0,1077.0,202.36710337,10779.474523,52686.308162,0.0,2018
KISQALI FEMARA CO-PACK,Ribociclib Succinate/Letrozole,1,Novartis,16832258.29,135551.0,1559.0,343.0,124.26992872,10796.830205,49073.639329,0.0,2018
KLONOPIN,Clonazepam,1,Roche Labs.,3684197.0,1267326.0,15248.0,2784.0,2.9107561165,241.61837618,1323.3466236,0.0,2018
KOMBIGLYZE XR,Saxagliptin HCl/Metformin HCl,1,Astrazeneca,61716418.29,6911378.0,96989.0,18835.0,9.8953913842,636.32389539,3276.6879899,0.0,2018
KORLYM,Mifepristone,1,Corcept Therape,104791706.14,223005.0,4087.0,701.0,469.90742871,25640.251074,149488.8818,0.0,2018
KUVAN,Sapropterin Dihydrochloride,1,Biomarin Pharma,28307279.37,378513.0,2266.0,207.0,109.29768331,12492.179775,136750.14188,0.0,2018
KYLEENA,Levonorgestrel,1,"Bayer,Pharm Div",36794.63,40.0,40.0,40.0,919.86575,919.86575,919.86575,0.0,2018
KYPROLIS,Carfilzomib,1,Amgen,5819243.49,3517.0,435.0,92.0,1655.9040954,13377.571241,63252.64663,1.0,2018
LAMICTAL,Lamotrigine,1,Glaxosmithkline,102018528.44,6697157.5,64642.0,7368.0,15.445120237,1578.2081068,13846.162926,0.0,2018
LAMICTAL (ORANGE),Lamotrigine,1,Glaxosmithkline,56082.28,4606.0,94.0,93.0,12.175918367,596.62,603.03526882,0.0,2018
LAMICTAL ODT,Lamotrigine,1,Glaxosmithkline,3444870.92,280916.0,2850.0,360.0,12.524088215,1208.7266386,9569.0858889,0.0,2018
LAMICTAL XR,Lamotrigine,1,Glaxosmithkline,44124255.89,1695426.0,20971.0,2288.0,26.84016983,2104.0606499,19285.076875,0.0,2018
LAMICTAL XR (ORANGE),Lamotrigine,1,Glaxosmithkline,19864.67,1260.0,36.0,36.0,15.765611111,551.79638889,551.79638889,0.0,2018
LANTUS,"Insulin Glargine,Hum.Rec.Anlog",1,Sanofi-Aventis,1253273547.5,47185842.312,2445718.0,524010.0,26.560372478,512.43583582,2391.6977682,0.0,2018
LANTUS SOLOSTAR,"Insulin Glargine,Hum.Rec.Anlog",1,Sanofi-Aventis,2370339092.6,89301895.832,4475506.0,1050607.0,26.542987364,529.62482736,2256.1615263,0.0,2018
LARIN,Norethindrone Ac-Eth Estradiol,1,Northstar Rx Ll,61316.84,80242.0,2276.0,593.0,0.7621917558,26.940615114,103.40107926,0.0,2018
LASTACAFT,Alcaftadine,1,Allergan Inc.,3507532.67,47486.5,13707.0,5044.0,73.863785918,255.89353396,695.38712728,0.0,2018
LATUDA,Lurasidone HCl,1,Sunovion Pharma,1172449162.1,26440850.123,831927.0,113371.0,44.497083606,1409.3173585,10341.702571,0.0,2018
LEENA,Norethindrone-Ethin. Estradiol,1,Mayne Pharma In,10167.51,10750.0,280.0,45.0,0.9458148837,36.312535714,225.94466667,0.0,2018
LENVIMA,Lenvatinib Mesylate,1,Eisai Inc.,138354128.79,507703.0,8237.0,1921.0,317.58543235,16796.664901,72021.930656,0.0,2018
LESCOL XL,Fluvastatin Sodium,1,Novartis,2073065.64,197874.0,3500.0,765.0,10.476695473,592.30446857,2709.8897255,0.0,2018
LETAIRIS,Ambrisentan,1,Gilead Sciences,608186854.81,1906562.0,61853.0,7080.0,318.99841168,9832.778601,85902.098137,0.0,2018
LEVEMIR,Insulin Detemir,1,Novo Nordisk,538162784.67,18416272.09,1002176.0,195559.0,29.222134753,536.9942851,2751.9203139,0.0,2018
LEVEMIR FLEXTOUCH,Insulin Detemir,1,Novo Nordisk,1583937903.3,54936144.842,2645052.0,535495.0,28.832345405,598.83053465,2957.8948512,0.0,2018
LEVITRA,Vardenafil HCl,1,Glaxosmithkline,287358.0,5475.0,1191.0,298.0,52.486738292,241.27455919,964.2885906,0.0,2018
LEVO-T,Levothyroxine Sodium,1,"Neolpharma, Inc",511980.74,1283321.0,34302.0,10783.0,0.3995242049,14.925681884,47.48036168,0.0,2018
LEVOXYL,Levothyroxine Sodium,1,Pfizer US Pharm,5157628.06,9946319.549,158034.0,40491.0,0.5191761674,32.636192591,127.37714702,0.0,2018
LEVULAN,Aminolevulinic Acid HCl,1,Dusa/Sun Pharma,109051.78,304.0,238.0,198.0,358.72296053,458.2007563,550.76656566,0.0,2018
LEXAPRO,Escitalopram Oxalate,1,Forest/Allergan,20805824.55,1965694.0,38192.0,6959.0,10.589398986,544.76918072,2989.7721727,0.0,2018
