,Brnd_Name,Gnrc_Name,Tot_Mftr,Mftr_Name,Tot_Spndng_2017,Tot_Dsg_Unts_2017,Tot_Clms_2017,Tot_Benes_2017,Avg_Spnd_Per_Dsg_Unt_Wghtd_2017,Avg_Spnd_Per_Clm_2017,Avg_Spnd_Per_Bene_2017,Outlier_Flag_2017,Tot_Spndng_2018,Tot_Dsg_Unts_2018,Tot_Clms_2018,Tot_Benes_2018,Avg_Spnd_Per_Dsg_Unt_Wghtd_2018,Avg_Spnd_Per_Clm_2018,Avg_Spnd_Per_Bene_2018,Outlier_Flag_2018,Tot_Spndng_2019,Tot_Dsg_Unts_2019,Tot_Clms_2019,Tot_Benes_2019,Avg_Spnd_Per_Dsg_Unt_Wghtd_2019,Avg_Spnd_Per_Clm_2019,Avg_Spnd_Per_Bene_2019,Outlier_Flag_2019,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Tot_Benes_2020,Avg_Spnd_Per_Dsg_Unt_Wghtd_2020,Avg_Spnd_Per_Clm_2020,Avg_Spnd_Per_Bene_2020,Outlier_Flag_2020,Tot_Spndng_2021,Tot_Dsg_Unts_2021,Tot_Clms_2021,Tot_Benes_2021,Avg_Spnd_Per_Dsg_Unt_Wghtd_2021,Avg_Spnd_Per_Clm_2021,Avg_Spnd_Per_Bene_2021,Outlier_Flag_2021,Chg_Avg_Spnd_Per_Dsg_Unt_20_21,CAGR_Avg_Spnd_Per_Dsg_Unt_17_21
273,DOXYCYCLINE IR-DR,Doxycycline Monohydrate,1,Prasco Labs,8989807.55,537914.0,12645.0,3818.0,16.71235095,710.9377264,2354.585529,0.0,10357703.89,632020.0,13949.0,4150.0,16.38825336,742.5409628,2495.832263,0.0,12231054.23,708501.0,15501.0,4489.0,17.26328436,789.0493665,2724.672361,0.0,12954863.01,735551.0,15554.0,4149.0,17.6124606,832.8959117,3122.406124,0.0,12431425.76,704326.0,14609,4185.0,17.65010203,850.9429639,2970.472105,0,0.002137204,0.013741949
274,DROPLET PEN NEEDLE,"Pen Needle, Diabetic",1,"Htl-Strefa, S.A",3448.24,13600.0,107.0,50.0,0.256021692,32.22654206,68.9648,0.0,311428.23,981050.0,8460.0,3145.0,0.317262996,36.81184752,99.02328458,0.0,4618219.12,13658018.0,80735.0,50525.0,0.33960672,57.20219384,91.40463375,0.0,14453377.23,44252603.1,224436.0,85385.0,0.32778562,64.3986581,169.2730249,0.0,18258206.09,55637415.0,282606,117046.0,0.328786744,64.60657626,155.9917134,0,0.003054203,0.064533626
275,DROXIA,Hydroxyurea,1,BMS Onco/Immun,163597.76,206954.0,3579.0,734.0,0.789414748,45.71046661,222.8852316,0.0,185199.53,232759.0,3763.0,785.0,0.794629942,49.21592612,235.9229682,0.0,198153.1,248313.0,4151.0,824.0,0.796929181,47.73623223,240.4770631,0.0,218481.63,274085.0,4383.0,868.0,0.795838005,49.84750856,251.706947,0.0,236270.29,292471.0,4591,908.0,0.807249752,51.46379656,260.2095705,0,0.014339283,0.005600941
276,DUEXIS,Ibuprofen/FAmotidine,1,Horizon Therape,31228702.47,1255135.0,14229.0,5491.0,24.88075185,2194.72222,5687.252317,0.0,39983173.63,1455125.0,16654.0,5892.0,27.47748381,2400.815037,6786.01046,0.0,45095402.55,1621018.0,18312.0,6098.0,27.8191868,2462.614818,7395.11357,0.0,48588476.99,1736290.0,19409.0,5856.0,27.98407927,2503.399299,8297.212601,0.0,47499581.36,1669030.0,18917,5820.0,28.4593934,2510.946839,8161.440096,0,0.016985162,0.034166665
277,DUPIXENT SYRINGE,Dupilumab,1,Sanofi-Aventis,26645038.22,37051.0,8375.0,1983.0,719.1449143,3181.497101,13436.73133,0.0,101767678.5,138282.3,32047.0,5219.0,736.2462352,3175.575827,19499.45939,0.0,265763270.3,340011.99,81166.0,13169.0,790.8595318,3274.317698,20180.9758,0.0,466761589.6,579253.4,137656.0,19113.0,817.4903231,3390.782745,24421.15783,0.0,525931872.1,626113.06,149990,19395.0,852.4744826,3506.446243,27116.8792,0,0.042794585,0.043437026
278,DURAGESIC,Fentanyl,1,Janssen Pharm.,24489923.67,233278.0,16756.0,1727.0,100.5576007,1461.561451,14180.61591,0.0,23096674.44,201629.0,14707.0,1602.0,109.3007826,1570.454507,14417.39978,0.0,19935471.97,168575.0,12338.0,1277.0,111.9507188,1615.778244,15611.17617,0.0,10578156.59,92227.0,6779.0,986.0,108.4125674,1560.430239,10728.35354,0.0,25309.14,276.0,26,21.0,87.26701267,973.4284615,1205.197143,1,-0.195047081,-0.034818916
279,DUTOPROL,Metoprolol Su/Hydrochlorothiaz,1,Concordia Pharm,371157.57,58307.5,1079.0,391.0,6.371836966,343.9829194,949.2520972,0.0,440271.31,63357.0,1237.0,419.0,6.951148847,355.9186015,1050.76685,0.0,414014.03,58917.0,1159.0,408.0,7.039669916,357.2165919,1014.74027,0.0,335855.79,47837.0,931.0,306.0,7.059372798,360.7473577,1097.567941,0.0,255870.92,32478.0,686,255.0,7.91954117,372.9896793,1003.415373,0,0.121847705,0.055866088
280,DYMISTA,Azelastine/Fluticasone,1,Meda/Mylan Spec,23892012.83,3139124.16,108848.0,45103.0,7.611044232,219.4988684,529.7211456,0.0,25249369.86,3083370.0,104990.0,40464.0,8.188887438,240.4930933,623.9958941,0.0,24101990.27,2956223.0,98550.0,35689.0,8.152967577,244.5661113,675.3338639,0.0,9622713.36,1106995.77,37772.0,18073.0,8.692637877,254.757846,532.4358634,0.0,2743946.77,312640.0,10261,3287.0,8.776697703,267.4151418,834.7875783,0,0.009670232,0.036267132
281,DYRENIUM,Triamterene,1,Concordia Pharm,2831141.77,302319.0,4969.0,1402.0,9.365369754,569.7608714,2019.359322,0.0,3655742.42,353013.0,5841.0,1506.0,10.35645724,625.8761205,2427.451806,0.0,2999375.13,280043.0,4648.0,1302.0,10.71150884,645.30446,2303.667535,0.0,797218.01,73124.0,1285.0,316.0,10.90300701,620.4031206,2522.841804,0.0,477783.22,40584.0,601,144.0,11.77279233,794.9803993,3317.939028,0,0.07977481,0.058860234
282,DYSPORT,Abobotulinumtoxina,1,Ipsen Biopharma,535366.43,721.0,429.0,195.0,734.5977037,1247.940396,2745.468872,0.0,838636.1,1094.0,630.0,248.0,753.7178725,1331.168413,3381.597177,0.0,1235570.34,1547.0,880.0,359.0,784.851193,1404.057205,3441.700111,0.0,1344262.41,1686.0,937.0,395.0,781.0646436,1434.645048,3403.195975,0.0,1687662.84,2071.0,1102,438.0,801.4827633,1531.454483,3853.111507,0,0.026141396,0.022024143
283,E.E.S. 200,Erythromycin Ethylsuccinate,1,Arbor Pharmaceu,1697385.17,476860.0,2314.0,345.0,3.559504194,733.5285955,4919.957015,0.0,1050815.37,284220.0,1358.0,178.0,3.697190099,773.796296,5903.457135,0.0,575908.67,156180.0,723.0,94.0,3.687467473,796.554177,6126.687979,0.0,174610.76,53600.0,249.0,49.0,3.257663433,701.2480321,3563.484898,0.0,248623.15,76115.0,383,43.0,3.266414636,649.1466057,5781.933721,0,0.002686344,-0.021252984
284,EASY COMFORT INSULIN SYRINGE,"Syringe And Needle,Insulin,1ml",1,Home Aide Diagn,920551.65,1626539.0,15399.0,4715.0,0.565827054,59.77996299,195.2389502,0.0,1236788.53,2009118.0,18313.0,6189.0,0.614653169,67.53609622,199.8365697,0.0,1539203.82,2300018.0,19572.0,6529.0,0.669232793,78.64315451,235.7487854,0.0,1463485.27,2184187.633,18399.0,6014.0,0.669779424,79.54156585,243.3464034,0.0,1069226.1,1512427.5,12664,4179.0,0.706581357,84.43036166,255.8569275,0,0.054946347,0.057108626
285,EASY COMFORT INSULIN SYRINGE,"Syringe-Needle,Insulin,0.5 Ml",1,Home Aide Diagn,1247744.13,2216242.0,21914.0,6205.0,0.562625101,56.93821895,201.0868864,0.0,1675700.9,2737899.0,25692.0,7509.0,0.61184515,65.22267243,223.1589959,0.0,1980849.37,2972809.457,26557.0,8041.0,0.666363245,74.58859698,246.34366,0.0,1729443.24,2572045.955,22168.0,6722.0,0.672381585,78.01530314,257.2810533,0.0,1168964.18,1657673.0,14209,4365.0,0.704842249,82.26927863,267.8039359,0,0.048277146,0.057957462
286,EASY COMFORT PEN NEEDLE,"Pen Needle, Diabetic",1,Home Aide Diagn,4950670.43,7678447.666,67205.0,19646.0,0.644748968,73.66520988,251.993812,0.0,7009937.13,9245122.48,79955.0,23790.0,0.758218772,87.67353049,294.6589798,0.0,9620098.23,11665052.0,94964.0,28260.0,0.824685886,101.3025802,340.4139501,0.0,11569599.99,13544589.33,106156.0,31867.0,0.853924556,108.9867741,363.0589635,0.0,10377694.14,11546990.33,84087,26301.0,0.893963015,123.416154,394.574128,0,0.046887584,0.085131133
287,EASY COMFORT PEN NEEDLES,"Pen Needle, Diabetic",1,Home Aide Diagn,4779813.9,7414676.666,65576.0,18896.0,0.644454355,72.88968373,252.9537415,0.0,7600645.76,10101417.0,85948.0,25865.0,0.752202067,88.43307302,293.8583321,0.0,10240817.19,12534932.85,99477.0,31120.0,0.81669281,102.9465825,329.0751025,0.0,10480238.98,12669160.6,96806.0,30208.0,0.827042361,108.2602213,346.9358773,0.0,6983055.07,8193933.0,61921,20521.0,0.852228074,112.7736159,340.2882447,0,0.030452748,0.072360771
288,EASY TOUCH,"Syring-Needl,Disp,Insul,0.3 Ml",1,Mhc Medical Pro,277636.62,1335967.333,13056.0,4877.0,0.207725816,21.26505974,56.92774657,0.0,222472.71,996647.0,9864.0,3792.0,0.223120318,22.55400547,58.66896361,0.0,181331.67,784558.818,7744.0,3012.0,0.23111046,23.41576317,60.20307769,0.0,160639.13,687598.0,6744.0,2508.0,0.233574415,23.81956257,64.05068979,0.0,174527.26,689444.0,6733,2520.0,0.253157565,25.92117333,69.25684921,0,0.083841158,0.050691234
289,EASY TOUCH,"Syringe And Needle,Insulin,1ml",1,Mhc Medical Pro,415855.48,2000726.0,19270.0,6476.0,0.208811578,21.58046082,64.2148672,0.0,338669.55,1596715.0,14962.0,5291.0,0.213582543,22.63531279,64.00860896,0.0,270076.29,1272322.0,11719.0,4408.0,0.213487013,23.04601843,61.26957577,0.0,247669.0,1132034.7,10666.0,3842.0,0.220323301,23.22042003,64.46356065,0.0,258564.22,1080768.0,9818,3599.0,0.240640511,26.33573233,71.84335093,0,0.092215441,0.036104456
290,EASY TOUCH,"Syringe-Needle,Insulin,0.5 Ml",1,Mhc Medical Pro,1015551.82,4894653.0,45459.0,14762.0,0.207563948,22.33995073,68.79500203,0.0,802110.89,3754355.909,34353.0,11530.0,0.213665645,23.34907839,69.56729315,0.0,582523.99,2702976.0,24062.0,8516.0,0.215567077,24.20929225,68.40347464,0.0,528485.23,2430706.5,21448.0,7360.0,0.217826534,24.64030353,71.80505842,0.0,536944.84,2258153.0,19963,7013.0,0.238120187,26.89700145,76.56421503,0,0.09316428,0.03493023
291,EASY TOUCH ALCOHOL PREP PADS,Alcohol Antiseptic Pads,1,Mhc Medical Pro,328363.41,7777106.0,69892.0,20690.0,0.0422218,4.698154438,15.87063364,0.0,412875.11,9504278.0,85093.0,25036.0,0.043440976,4.852045527,16.49125699,0.0,264729.41,6551752.0,57451.0,20154.0,0.040405896,4.607916485,13.13532847,0.0,703206.04,17514352.5,144959.0,51997.0,0.040150273,4.851068509,13.52397331,0.0,927337.57,23276819.3,187759,60778.0,0.039839531,4.938977998,15.25778357,0,-0.007739476,-0.014414353
292,EASY TOUCH FLIPLOCK INSULIN,"Syringe,Needle,Insuln,Safe,1ml",1,Mhc Medical Pro,3052.19,10980.0,102.0,64.0,0.278712573,29.92343137,47.69046875,0.0,5055.06,19510.0,142.0,72.0,0.261530158,35.59901409,70.20916667,0.0,5296.38,20044.0,150.0,69.0,0.265213745,35.3092,76.75913044,0.0,3335.14,12152.0,103.0,40.0,0.275158611,32.38,83.3785,0.0,1552.02,5680.0,55,20.0,0.287278068,28.21854546,77.601,1,0.044045349,0.0075961
293,EASY TOUCH INSULIN SAFETY,"Syringe,Needle,Insuln,Safe,1ml",1,Mhc Medical Pro,11871.09,39643.0,407.0,142.0,0.299444926,29.1672973,83.59922535,0.0,7639.07,25721.0,255.0,80.0,0.297395486,29.95713726,95.488375,0.0,5986.25,19655.0,222.0,91.0,0.304597724,26.96509009,65.78296703,0.0,5783.5,19525.0,218.0,74.0,0.295978465,26.52981651,78.15540541,0.0,2621.78,8902.0,95,47.0,0.294553083,27.59768421,55.78255319,0,-0.004815829,-0.004109353
294,EASY TOUCH INSULIN SAFETY,"Syringe,Needle,Insuln,Sf 0.5ml",1,Mhc Medical Pro,28716.11,93889.0,973.0,308.0,0.305268108,29.51295992,93.23412338,0.0,14245.08,46876.0,545.0,196.0,0.303203854,26.13776147,72.67897959,0.0,10432.21,34454.0,421.0,137.0,0.302828623,24.7795962,76.14751825,0.0,12492.71,41229.0,494.0,158.0,0.304035787,25.28888664,79.06778481,0.0,10167.47,34132.0,402,132.0,0.298072614,25.29221393,77.02628788,0,-0.019613394,-0.005945581
295,EASY TOUCH INSULIN SYRINGE,"Syring-Needl,Disp,Insul,0.3 Ml",1,Mhc Medical Pro,26014.39,117797.0,1252.0,499.0,0.220840853,20.77826677,52.13304609,0.0,22174.77,99980.0,1061.0,425.0,0.221792058,20.89987747,52.17592941,0.0,20875.58,89078.0,961.0,365.0,0.234351692,21.72276795,57.19336986,0.0,19510.64,80232.0,962.0,345.0,0.243177784,20.28133056,56.55257971,0.0,16250.0,62854.0,723,285.0,0.258535654,22.4757953,57.01754386,0,0.063154904,0.04018421
296,EASY TOUCH INSULIN SYRINGE,"Syringe And Needle,Insulin,1ml",1,Mhc Medical Pro,89155.27,429386.0,3955.0,1422.0,0.207602325,22.54241972,62.69709564,0.0,87048.48,395283.0,3707.0,1368.0,0.219898889,23.48219045,63.63192983,0.0,62817.94,285872.0,2761.0,1117.0,0.219653654,22.75187975,56.23808415,0.0,52565.81,242831.0,2432.0,952.0,0.215890643,21.61423109,55.21618698,0.0,56357.65,241450.0,2463,943.0,0.232677631,22.8817093,59.76420997,0,0.077756904,0.028917621
297,EASY TOUCH INSULIN SYRINGE,"Syringe-Needle,Insulin,0.5 Ml",1,Mhc Medical Pro,70252.65,335560.0,3131.0,1111.0,0.209928405,22.43776749,63.23370837,0.0,61010.38,283736.0,2602.0,895.0,0.215248266,23.44749424,68.16802235,0.0,45148.84,206045.0,1954.0,715.0,0.219527121,23.10585466,63.14523077,0.0,34839.97,157826.0,1475.0,569.0,0.221112927,23.62031864,61.23017575,0.0,33843.76,139670.0,1322,482.0,0.242318282,25.6004236,70.21526971,0,0.095902824,0.036522523
298,EASY TOUCH PEN NEEDLE,"Pen Needle, Diabetic",1,Mhc Medical Pro,4597218.3,19588133.33,169598.0,56322.0,0.234663262,27.10655963,81.62384681,0.0,4637146.57,19031059.82,164895.0,56185.0,0.243587881,28.12181431,82.53353333,0.0,3597558.64,15653418.33,124026.0,44549.0,0.231335862,29.00648767,80.75509304,0.0,3671148.06,14423582.0,120789.0,40628.0,0.254323935,30.39306609,90.36004874,0.0,4412873.1,14952170.0,122510,42249.0,0.294891658,36.02051343,104.4491728,0,0.159512014,0.058776628
299,ECLIPSE SYRINGE,"Syringe And Needle,Insulin,1ml",1,Bd Medical Surg,2402.91,6056.0,77.0,42.0,0.396781704,31.20662338,57.21214286,0.0,2168.27,5463.0,64.0,33.0,0.39690097,33.87921875,65.70515152,0.0,2347.29,5976.0,67.0,29.0,0.392786145,35.0341791,80.94103448,0.0,2199.55,5371.0,68.0,33.0,0.409523366,32.34632353,66.6530303,0.0,1747.28,4331.0,69,34.0,0.403435696,25.32289855,51.39058824,0,-0.014865257,0.004166366
300,EDARBI,Azilsartan Medoxomil,1,Arbor Pharmaceu,17135234.11,2899169.0,62280.0,13575.0,5.910148208,275.1322111,1262.264023,0.0,21445104.41,3474536.0,73040.0,16125.0,6.1734963,293.6076727,1329.928956,0.0,28407509.57,4358271.0,89671.0,18850.0,6.515761636,316.7970645,1507.029685,0.0,32535197.91,4765544.0,93047.0,18129.0,6.826601858,349.6641258,1794.649341,0.0,34548794.9,4810376.5,90559,18388.0,7.180414282,381.5059232,1878.877252,0,0.051828484,0.049875455
301,EDARBYCLOR,Azilsartan Med/Chlorthalidone,1,Arbor Pharmaceu,15458076.35,2674140.0,59079.0,12631.0,5.780583385,261.6509479,1223.82047,0.0,18748114.84,3108075.0,67745.0,14489.0,6.032117031,276.7453663,1293.955058,0.0,22640123.62,3544069.0,74643.0,15473.0,6.388231276,303.3120804,1463.20194,0.0,25688266.58,3832705.0,76941.0,15133.0,6.702408595,333.8696739,1697.499939,0.0,27201201.95,3857516.0,74403,15381.0,7.051565181,365.5928115,1768.493723,0,0.052094196,0.05094131
302,EDECRIN,Ethacrynic Acid,1,Bausch Health U,7787596.44,366263.0,4589.0,1106.0,21.26230725,1697.013824,7041.226438,0.0,2665101.55,110689.0,1389.0,339.0,24.07738393,1918.719618,7861.65649,0.0,1399117.73,57570.0,757.0,154.0,24.30289613,1848.240066,9085.180065,0.0,920790.6,37636.0,455.0,87.0,24.46568711,2023.715604,10583.8,0.0,765608.53,30898.0,347,73.0,24.77857887,2206.36464,10487.78808,0,0.012789004,0.039002282
303,EFFER-K,Potassium Bicarbonate/Cit Ac,1,Nomax Inc,71551.31,224243.0,3610.0,1190.0,0.314794098,19.82030748,60.12715126,0.0,65635.94,188112.0,3133.0,1145.0,0.355157115,20.94986914,57.32396507,0.0,116125.12,315086.0,5519.0,2074.0,0.377221102,21.04097119,55.99089682,0.0,173940.81,434454.0,7555.0,2593.0,0.414279173,23.02327068,67.080914,0.0,158383.08,375357.0,6940,2532.0,0.435490545,22.82176945,62.55255924,0,0.051200671,0.084521178
304,EFUDEX,Fluorouracil,1,Bausch Health U,99734.72,11740.0,284.0,259.0,8.495291312,351.1785916,385.076139,0.0,62996.44,9880.0,236.0,197.0,6.376157895,266.9340678,319.7788833,0.0,40763.03,21310.0,512.0,452.0,1.912859221,79.61529297,90.18369469,0.0,30804.79,19970.0,479.0,451.0,1.54255333,64.31062631,68.30330377,0.0,28797.06,18470.0,457,422.0,1.559126151,63.01326039,68.23947867,0,0.010743759,-0.345475745
305,ELINEST,Norgestrel-Ethinyl Estradiol,1,Northstar Rx Ll,81614.25,145125.0,3776.0,625.0,0.562372093,21.61394333,130.5828,0.0,88925.38,144383.0,3557.0,604.0,0.61589924,25.00010683,147.2274503,0.0,87433.77,136573.0,3356.0,604.0,0.640198063,26.0529708,144.7578974,0.0,92990.15,150065.0,3414.0,614.0,0.619665812,27.23788811,151.4497557,0.0,99842.4,161611.0,3456,711.0,0.617794581,28.88958333,140.4253165,0,-0.003019742,0.023776328
306,ELITE-OB,Multivit-Min69/Iron/Folic Acid,1,Trigen Laborato,10791.45,9339.0,181.0,76.0,1.155525217,59.62127072,141.9927632,0.0,24806.3,21036.0,484.0,143.0,1.179230842,51.25268595,173.4706294,0.0,9123.81,7506.0,183.0,74.0,1.215535572,49.85688525,123.2947297,0.0,5650.59,4707.0,77.0,34.0,1.200465265,73.38428571,166.1938235,0.0,3334.79,2910.0,54,20.0,1.145975945,61.75537037,166.7395,0,-0.045390168,-0.002072436
307,ELITEK,Rasburicase,1,Sanofi-Aventis,216980.52,79.0,18.0,12.0,3478.684523,12054.47333,18081.71,1.0,189101.48,93.0,18.0,15.0,3313.109901,10505.63778,12606.76533,1.0,233723.58,75.0,18.0,14.0,3312.374363,12984.64333,16694.54143,1.0,196314.66,77.0,21.0,15.0,3194.55699,9348.317143,13087.644,1.0,207137.54,109.0,13,11.0,2515.60148,15933.65692,18830.68546,1,-0.212535107,-0.07783911
308,ELIXOPHYLLIN,Theophylline Anhydrous,1,Nostrum Laborat,706364.44,977488.0,1203.0,188.0,0.722632339,587.1691106,3757.25766,0.0,400193.8,562255.25,596.0,134.0,0.711765342,671.4661074,2986.520896,0.0,165201.71,234242.0,242.0,76.0,0.705260841,682.6516942,2173.706711,0.0,97672.33,143955.0,79.0,22.0,0.678492098,1236.358608,4439.651364,0.0,51100.16,74190.0,55,14.0,0.688774228,929.0938182,3650.011429,0,0.015154385,-0.011925084
309,ELMIRON,Pentosan Polysulfate Sodium,1,Janssen Pharm.,96275669.57,11832573.1,103172.0,22124.0,8.136494806,933.156957,4351.639377,0.0,97561655.61,11014071.57,96538.0,20864.0,8.857910083,1010.603655,4676.076285,0.0,99270006.74,10749190.0,91313.0,19427.0,9.235115087,1087.139912,5109.898942,0.0,83470502.49,8878056.0,79822.0,16617.0,9.401889613,1045.707981,5023.199283,0.0,63370871.32,6480749.0,62740,12394.0,9.778325209,1010.055329,5113.028185,0,0.040038291,0.047024349
310,EMCYT,Estramustine Phosphate Sodium,1,Pharmaci/Pfizer,284492.15,20100.0,280.0,95.0,14.15383831,1016.043393,2994.654211,0.0,278032.18,17150.0,206.0,69.0,16.21178892,1349.670777,4029.451884,0.0,223057.16,13719.0,153.0,50.0,16.25899555,1457.889935,4461.1432,0.0,169497.81,10147.0,142.0,48.0,16.70422884,1193.646549,3531.204375,0.0,165669.12,9882.0,132,41.0,16.76473588,1255.069091,4040.710244,0,0.003622259,0.043231331
311,EMPLICITI,Elotuzumab,1,BMS Primarycare,3305028.08,1457.0,297.0,62.0,2226.887493,11128.04067,53306.90452,0.0,3295274.57,1527.0,313.0,51.0,2173.7355,10528.03377,64613.22686,0.0,5363020.98,3954.0,507.0,78.0,1500.035775,10577.95065,68756.67923,1.0,5844300.77,2549.917,582.0,66.0,2342.767536,10041.7539,88550.01167,0.0,4863249.59,2000.0,469,56.0,2467.612119,10369.40211,86843.74268,0,0.053289361,0.025993607
312,EMVERM,Mebendazole,1,Amneal Pharmace,216234.97,582.0,99.0,93.0,371.5377491,2184.191616,2325.107204,0.0,2711882.33,6940.0,1660.0,1342.0,390.7611427,1633.664054,2020.776699,0.0,3220564.12,7492.0,1579.0,1221.0,429.8670742,2039.622622,2637.644652,0.0,3361319.37,7186.0,1572.0,1241.0,467.7594448,2138.243874,2708.557107,0.0,3351013.66,6447.0,1367,1063.0,519.7787591,2451.363321,3152.411722,0,0.111209544,0.087561677
313,ENBRACE HR,Multivit41/Iron/Folate8/Ps-DHA,1,Jaymac Pharma,213347.79,47566.0,1077.0,262.0,4.485300214,198.0945125,814.304542,0.0,358187.32,78614.0,1592.0,429.0,4.556279034,224.9920352,834.9354779,0.0,422651.9,93136.0,1810.0,417.0,4.53800786,233.509337,1013.553717,0.0,352221.33,78292.0,1484.0,353.0,4.498816354,237.3459097,997.794136,0.0,109530.35,23436.0,507,178.0,4.673594043,216.0361933,615.3390449,0,0.038849705,0.010333765
314,ENBREL,Etanercept,1,Amgen,602899709.2,592761.64,119738.0,16857.0,1066.529236,5035.157671,35765.54008,0.0,611538854.2,543718.37,109194.0,15456.0,1176.356852,5600.480376,39566.43725,0.0,597695545.9,500138.65,99692.0,14235.0,1247.309628,5995.421357,41987.74471,0.0,583367035.1,461531.262,90789.0,12573.0,1318.137464,6425.525505,46398.39617,0.0,590851426.1,409974.28,88581,12049.0,1466.530364,6670.182388,49037.38286,0,0.112577713,0.082878107
315,ENBREL MINI,Etanercept,1,Amgen,112942.57,98.0,20.0,19.0,1152.475204,5647.1285,5944.34579,1.0,45597783.46,36268.76,8123.0,2146.0,1257.219256,5613.416652,21247.80217,0.0,149453524.8,111104.44,25368.0,4655.0,1345.162487,5891.4193,32106.02036,0.0,200288675.3,141739.958,32416.0,4934.0,1413.071361,6178.698029,40593.57019,0.0,231618464.1,151581.32,35444,5089.0,1528.014561,6534.772152,45513.55161,0,0.081342814,0.073059925
316,ENBREL SURECLICK,Etanercept,1,Amgen,1157079911.0,1015757.1,224533.0,31947.0,1139.130518,5153.273288,36218.7345,0.0,1247551829.0,996071.64,218020.0,30833.0,1252.47199,5722.189839,40461.57781,0.0,1291371956.0,974618.063,210624.0,29633.0,1325.003102,6131.171928,43578.84643,0.0,1371059068.0,984310.18,210704.0,28484.0,1392.913632,6507.038631,48134.35851,0.0,1534906452.0,1015267.64,227621,30601.0,1511.824461,6743.255025,50158.7024,0,0.085368415,0.073326792
317,ENDOCET,Oxycodone HCl/Acetaminophen,1,Qualitest/Par P,10477097.77,19820752.5,202350.0,45242.0,0.50097443,51.77710783,231.5790144,0.0,6715406.74,14452140.0,148785.0,28840.0,0.447767897,45.13497154,232.8504418,0.0,4709807.78,10157201.0,108903.0,20019.0,0.445339108,43.2477322,235.2668855,0.0,3311802.29,8309763.0,89245.0,15788.0,0.386208524,37.1091074,209.7670566,0.0,2668264.11,6722572.25,71683,12124.0,0.386282627,37.22310883,220.0811704,0,0.000191871,-0.062929202
318,ENGERIX-B ADULT,Hepatitis B Virus Vaccine/PF,1,Glaxosmithkline,179596.2,2540.0,2491.0,1556.0,70.70326376,72.09803292,115.4217224,0.0,244829.7,3204.0,3137.0,2037.0,76.38956964,78.0458081,120.1913108,0.0,303606.31,3820.0,3731.0,2330.0,79.46983339,81.37397749,130.3031373,0.0,224931.16,2505.0,2470.0,1681.0,89.8643299,91.06524696,133.8079477,0.0,241654.9,2015.0,1989,1304.0,119.61506,121.4956762,185.3181749,1,0.331062727,0.140477181
319,ENGERIX-B PEDIATRIC-ADOLESCENT,Hepatitis B Virus Vaccine/PF,1,Glaxosmithkline,5373.27,73.5,83.0,59.0,72.94792844,64.73819277,91.07237288,0.0,4548.98,53.0,61.0,52.0,85.63775294,74.57344262,87.48038462,0.0,6253.13,53.5,64.0,50.0,114.0306412,97.70515625,125.0626,0.0,2061.64,12.5,18.0,18.0,164.9312,114.5355556,114.5355556,1.0,849.87,10.5,15,11.0,80.94,56.658,77.26090909,1,-0.509249918,0.026331266
320,ENPRESSE,Levonorgestrel/Ethin.Estradiol,1,Teva USA,64578.28,103294.0,2958.0,429.0,0.625189072,21.83173766,150.5321212,0.0,64781.5,104499.0,2804.0,442.0,0.619924593,23.10324536,146.5644796,0.0,58713.14,92384.0,2119.0,364.0,0.635533642,27.70794715,161.2998352,0.0,48198.57,78786.0,1634.0,294.0,0.611765669,29.49728886,163.9407143,0.0,41939.83,68174.0,1405,260.0,0.615188048,29.85041281,161.3070385,0,0.005594265,-0.004023416
321,ENSKYCE,Desogestrel-Ethinyl Estradiol,1,Lupin Pharmaceu,99200.22,218990.0,4787.0,1412.0,0.452989726,20.72283685,70.25511331,0.0,101063.32,195381.0,4421.0,1215.0,0.517262784,22.85983262,83.17968724,0.0,116713.23,213961.0,4406.0,1030.0,0.545488337,26.48961189,113.3138155,0.0,112188.09,203780.0,3897.0,990.0,0.550535332,28.78832179,113.321303,0.0,107076.56,195030.0,3447,860.0,0.549026099,31.06369597,124.5076279,0,-0.002741393,0.049243191
322,ENTOCORT EC,Budesonide,1,Perrigo/Padagis,869287.47,38576.0,368.0,102.0,22.53441181,2362.194212,8522.426177,0.0,1090359.4,47523.0,499.0,134.0,22.9438251,2185.088978,8137.010448,0.0,970746.37,42560.0,453.0,106.0,22.80889027,2142.927969,9157.984623,0.0,673933.33,30235.0,304.0,75.0,22.28984058,2216.885954,8985.777733,0.0,60808.65,2931.0,39,18.0,20.74672467,1559.196154,3378.258333,1,-0.069229563,-0.020451759
323,ENTRESTO,Sacubitril/Valsartan,1,Novartis,227454330.4,32635688.17,424676.0,90462.0,6.969915348,535.5949723,2514.363273,0.0,476548234.2,61498034.29,766774.0,150718.0,7.749427682,621.4976436,3161.853489,0.0,811917682.9,95177313.9,1142542.0,222472.0,8.530946912,710.6239271,3649.527504,0.0,1203043540.0,131374294.0,1502171.0,283074.0,9.157688964,800.869901,4249.925956,0.0,1722714576.0,172910431.9,1937626,394848.0,9.962998032,889.0851876,4362.981643,0,0.087938024,0.093429119
